model,step,step_loss
Transformer + velocity all,6270,0.1901
Transformer + velocity all,6280,0.2472
Transformer + velocity all,6290,0.2322
Transformer + velocity all,6300,0.1921
Transformer + velocity all,6310,0.2201
Transformer + velocity all,6320,0.3086
Transformer + velocity all,6330,0.2953
Transformer + velocity all,6340,0.2138
Transformer + velocity all,6350,0.1917
Transformer + velocity all,6360,0.1976
Transformer + velocity all,6370,0.2467
Transformer + velocity all,6380,0.2309
Transformer + velocity all,6390,0.2748
Transformer + velocity all,6400,0.2293
Transformer + velocity all,6410,0.2165
Transformer + velocity all,6420,0.1627
Transformer + velocity all,6430,0.1835
Transformer + velocity all,6440,0.2518
Transformer + velocity all,6450,0.1892
Transformer + velocity all,6460,0.2455
Transformer + velocity all,6470,0.1986
Transformer + velocity all,6480,0.1556
Transformer + velocity all,6490,0.3252
Transformer + velocity all,6500,0.2192
Transformer + velocity all,6510,0.2984
Transformer + velocity all,6520,0.2431
Transformer + velocity all,6530,0.2167
Transformer + velocity all,6540,0.2235
Transformer + velocity all,6550,0.2108
Transformer + velocity all,6560,0.1432
Transformer + velocity all,6570,0.2087
Transformer + velocity all,6580,0.2713
Transformer + velocity all,6590,0.1294
Transformer + velocity all,6600,0.1673
Transformer + velocity all,6610,0.2095
Transformer + velocity all,6620,0.1928
Transformer + velocity all,6630,0.1453
Transformer + velocity all,6640,0.2664
Transformer + velocity all,6650,0.2028
Transformer + velocity all,6660,0.1588
Transformer + velocity all,6670,0.3559
Transformer + velocity all,6680,0.2629
Transformer + velocity all,6690,0.1761
Transformer + velocity all,6700,0.3443
Transformer + velocity all,6710,0.3279
Transformer + velocity all,6720,0.262
Transformer + velocity all,6730,0.3174
Transformer + velocity all,6740,0.3403
Transformer + velocity all,6750,0.6699
Transformer + velocity all,6760,0.248
Transformer + velocity all,6770,0.3235
Transformer + velocity all,6780,0.1399
Transformer + velocity all,6790,0.2818
Transformer + velocity all,6800,0.276
Transformer + velocity all,6810,0.239
Transformer + velocity all,6820,0.4579
Transformer + velocity all,6830,0.2617
Transformer + velocity all,6840,0.3809
Transformer + velocity all,6850,0.2973
Transformer + velocity all,6860,0.1951
Transformer + velocity all,6870,0.1873
Transformer + velocity all,6880,0.2364
Transformer + velocity all,6890,0.2463
Transformer + velocity all,6900,0.3401
Transformer + velocity all,6910,0.1963
Transformer + velocity all,6920,0.2346
Transformer + velocity all,6930,0.2438
Transformer + velocity all,6940,0.2537
Transformer + velocity all,6950,0.2583
Transformer + velocity all,6960,0.218
Transformer + velocity all,6970,0.1425
Transformer + velocity all,6980,0.3469
Transformer + velocity all,6990,0.3026
Transformer + velocity all,7000,0.1536
Transformer + velocity all,7010,0.2669
Transformer + velocity all,7020,0.2292
Transformer + velocity all,7030,0.2321
Transformer + velocity all,7040,0.199
Transformer + velocity all,7050,0.1423
Transformer + velocity all,7060,0.2423
Transformer + velocity all,7070,0.1557
Transformer + velocity all,7080,0.2614
Transformer + velocity all,7090,0.2034
Transformer + velocity all,7100,0.4164
Transformer + velocity all,7110,0.1803
Transformer + velocity all,7120,0.4056
Transformer + velocity all,7130,0.3823
Transformer + velocity all,7140,0.5328
Transformer + velocity all,7150,0.1959
Transformer + velocity all,7160,0.1452
Transformer + velocity all,7170,0.2406
Transformer + velocity all,7180,0.7877
Transformer + velocity all,7190,0.3728
Transformer + velocity all,7200,0.2239
Transformer + velocity all,7210,0.2158
Transformer + velocity all,7220,0.2354
Transformer + velocity all,7230,0.235
Transformer + velocity all,7240,0.1585
Transformer + velocity all,7250,0.2872
Transformer + velocity all,7260,0.1616
Transformer + velocity all,7270,0.266
Transformer + velocity all,7280,0.2824
Transformer + velocity all,7290,0.1869
Transformer + velocity all,7300,0.3299
Transformer + velocity all,7310,0.2027
Transformer + velocity all,7320,0.2134
Transformer + velocity all,7330,0.7289
Transformer + velocity all,7340,0.8403
Transformer + velocity all,7350,0.2897
Transformer + velocity all,7360,0.1982
Transformer + velocity all,7370,0.1902
Transformer + velocity all,7380,0.1489
Transformer + velocity all,7390,0.1547
Transformer + velocity all,7400,0.3422
Transformer + velocity all,7410,0.2249
Transformer + velocity all,7420,0.4329
Transformer + velocity all,7430,0.1714
Transformer + velocity all,7440,0.1301
Transformer + velocity all,7450,0.1563
Transformer + velocity all,7460,0.1883
Transformer + velocity all,7470,0.2768
Transformer + velocity all,7480,0.2203
Transformer + velocity all,7490,0.2558
Transformer + velocity all,7500,0.2153
Transformer + velocity all,7510,0.1811
Transformer + velocity all,7520,0.2496
Transformer + velocity all,7530,0.1926
Transformer + velocity all,7540,0.1788
Transformer + velocity all,7550,0.4001
Transformer + velocity all,7560,0.1244
Transformer + velocity all,7570,0.2409
Transformer + velocity all,7580,0.5466
Transformer + velocity all,7590,0.1829
Transformer + velocity all,7600,0.1788
Transformer + velocity all,7610,0.2011
Transformer + velocity all,7620,0.2205
Transformer + velocity all,7630,0.2776
Transformer + velocity all,7640,0.1945
Transformer + velocity all,7650,0.2574
Transformer + velocity all,7660,0.1573
Transformer + velocity all,7670,0.2065
Transformer + velocity all,7680,0.2082
Transformer + velocity all,7690,0.3832
Transformer + velocity all,7700,0.2469
Transformer + velocity all,7710,0.1923
Transformer + velocity all,7720,0.2128
Transformer + velocity all,7730,0.2377
Transformer + velocity all,7740,0.3499
Transformer + velocity all,7750,0.1921
Transformer + velocity all,7760,0.1671
Transformer + velocity all,7770,0.1434
Transformer + velocity all,7780,0.175
Transformer + velocity all,7790,0.2103
Transformer + velocity all,7800,0.2414
Transformer + velocity all,7810,0.142
Transformer + velocity all,7820,0.3569
Transformer + velocity all,7830,0.249
Transformer + velocity all,7840,0.1606
Transformer + velocity all,7850,0.1896
Transformer + velocity all,7860,0.1941
Transformer + velocity all,7870,0.2228
Transformer + velocity all,7880,0.2321
Transformer + velocity all,7890,0.5572
Transformer + velocity all,7900,0.2101
Transformer + velocity all,7910,0.2143
Transformer + velocity all,7920,0.2999
Transformer + velocity all,7930,0.2353
Transformer + velocity all,7940,0.3046
Transformer + velocity all,7950,0.2339
Transformer + velocity all,7960,0.2196
Transformer + velocity all,7970,1.0409
Transformer + velocity all,7980,0.2879
Transformer + velocity all,7990,0.2771
Transformer + velocity all,8000,0.1942
Transformer + velocity all,8010,0.2286
Transformer + velocity all,8020,0.189
Transformer + velocity all,8030,0.2583
Transformer + velocity all,8040,0.179
Transformer + velocity all,8050,0.2278
Transformer + velocity all,8060,0.2477
Transformer + velocity all,8070,0.2053
Transformer + velocity all,8080,0.2531
Transformer + velocity all,8090,0.6846
Transformer + velocity all,8100,0.241
Transformer + velocity all,8110,0.1901
Transformer + velocity all,8120,0.4646
Transformer + velocity all,8130,0.192
Transformer + velocity all,8140,0.2874
Transformer + velocity all,8150,0.3314
Transformer + velocity all,8160,0.2171
Transformer + velocity all,8170,0.1618
Transformer + velocity all,8180,0.1585
Transformer + velocity all,8190,0.1827
Transformer + velocity all,8200,0.2656
Transformer + velocity all,8210,0.1697
Transformer + velocity all,8220,0.329
Transformer + velocity all,8230,0.2607
Transformer + velocity all,8240,0.1872
Transformer + velocity all,8250,0.2425
Transformer + velocity all,8260,0.2542
Transformer + velocity all,8270,0.3104
Transformer + velocity all,8280,0.2401
Transformer + velocity all,8290,0.3705
Transformer + velocity all,8300,0.407
Transformer + velocity all,8310,0.1744
Transformer + velocity all,8320,0.1475
Transformer + velocity all,8330,0.1553
Transformer + velocity all,8340,0.1731
Transformer + velocity all,8350,0.2538
Transformer + velocity all,8360,0.2078
Transformer + velocity all,8370,0.2969
Transformer + velocity all,8380,0.1647
Transformer + velocity all,8390,0.1276
Transformer + velocity all,8400,1.4944
Transformer + velocity all,8410,0.1669
Transformer + velocity all,8420,0.2211
Transformer + velocity all,8430,0.2119
Transformer + velocity all,8440,0.2313
Transformer + velocity all,8450,0.1301
Transformer + velocity all,8460,0.3122
Transformer + velocity all,8470,0.1354
Transformer + velocity all,8480,0.4299
Transformer + velocity all,8490,0.1634
Transformer + velocity all,8500,0.2473
Transformer + velocity all,8510,0.3047
Transformer + velocity all,8520,0.2316
Transformer + velocity all,8530,0.2037
Transformer + velocity all,8540,0.2501
Transformer + velocity all,8550,0.1716
Transformer + velocity all,8560,0.2509
Transformer + velocity all,8570,0.2066
Transformer + velocity all,8580,0.1535
Transformer + velocity all,8590,0.2058
Transformer + velocity all,8600,0.2014
Transformer + velocity all,8610,0.347
Transformer + velocity all,8620,0.2281
Transformer + velocity all,8630,0.2293
Transformer + velocity all,8640,0.336
Transformer + velocity all,8650,0.3022
Transformer + velocity all,8660,0.2811
Transformer + velocity all,8670,0.5076
Transformer + velocity all,8680,0.3313
Transformer + velocity all,8690,0.2338
Transformer + velocity all,8700,0.2491
Transformer + velocity all,8710,0.1531
Transformer + velocity all,8720,0.1472
Transformer + velocity all,8730,0.1677
Transformer + velocity all,8740,0.1745
Transformer + velocity all,8750,0.1358
Transformer + velocity all,8760,0.1784
Transformer + velocity all,8770,0.231
Transformer + velocity all,8780,0.2417
Transformer + velocity all,8790,0.2402
Transformer + velocity all,8800,0.3893
Transformer + velocity all,8810,0.2723
Transformer + velocity all,8820,0.2096
Transformer + velocity all,8830,0.1426
Transformer + velocity all,8840,0.2299
Transformer + velocity all,8850,0.215
Transformer + velocity all,8860,0.1884
Transformer + velocity all,8870,0.5408
Transformer + velocity all,8880,0.188
Transformer + velocity all,8890,0.2026
Transformer + velocity all,8900,0.3208
Transformer + velocity all,8910,0.1766
Transformer + velocity all,8920,0.395
Transformer + velocity all,8930,0.2382
Transformer + velocity all,8940,0.3071
Transformer + velocity all,8950,0.1575
Transformer + velocity all,8960,0.3605
Transformer + velocity all,8970,0.2124
Transformer + velocity all,8980,0.2034
Transformer + velocity all,8990,0.146
Transformer + velocity all,9000,0.2962
Transformer + velocity all,9010,0.2114
Transformer + velocity all,9020,0.1737
Transformer + velocity all,9030,0.148
Transformer + velocity all,9040,0.3009
Transformer + velocity all,9050,0.1252
Transformer + velocity all,9060,0.2271
Transformer + velocity all,9070,0.2288
Transformer + velocity all,9080,0.367
Transformer + velocity all,9090,0.1908
Transformer + velocity all,9100,0.1247
Transformer + velocity all,9110,0.1338
Transformer + velocity all,9120,0.1854
Transformer + velocity all,9130,0.2163
Transformer + velocity all,9140,0.2565
Transformer + velocity all,9150,0.2643
Transformer + velocity all,9160,0.2619
Transformer + velocity all,9170,0.1918
Transformer + velocity all,9180,0.243
Transformer + velocity all,9190,0.3431
Transformer + velocity all,9200,0.2108
Transformer + velocity all,9210,0.2324
Transformer + velocity all,9220,0.1779
Transformer + velocity all,9230,0.279
Transformer + velocity all,9240,0.1969
Transformer + velocity all,9250,0.2895
Transformer + velocity all,9260,0.2249
Transformer + velocity all,9270,0.3105
Transformer + velocity all,9280,0.232
Transformer + velocity all,9290,0.1971
Transformer + velocity all,9300,0.2284
Transformer + velocity all,9310,0.3562
Transformer + velocity all,9320,0.1752
Transformer + velocity all,9330,0.1768
Transformer + velocity all,9340,0.1603
Transformer + velocity all,9350,0.2041
Transformer + velocity all,9360,0.1639
Transformer + velocity all,9370,0.257
Transformer + velocity all,9380,0.1689
Transformer + velocity all,9390,0.3207
Transformer + velocity all,9400,0.2209
Transformer + velocity all,9410,0.2057
Transformer + velocity all,9420,0.1641
Transformer + velocity all,9430,0.1525
Transformer + velocity all,9440,0.2448
Transformer + velocity all,9450,0.3844
Transformer + velocity all,9460,0.2617
Transformer + velocity all,9470,0.237
Transformer + velocity all,9480,0.41
Transformer + velocity all,9490,0.3042
Transformer + velocity all,9500,0.2035
Transformer + velocity all,9510,0.1984
Transformer + velocity all,9520,0.3891
Transformer + velocity all,9530,0.1575
Transformer + velocity all,9540,0.2345
Transformer + velocity all,9550,0.2575
Transformer + velocity all,9560,0.2192
Transformer + velocity all,9570,0.1561
Transformer + velocity all,9580,0.1686
Transformer + velocity all,9590,0.2125
Transformer + velocity all,9600,0.1633
Transformer + velocity all,9610,0.3926
Transformer + velocity all,9620,0.2129
Transformer + velocity all,9630,0.1707
Transformer + velocity all,9640,0.5622
Transformer + velocity all,9650,0.1746
Transformer + velocity all,9660,0.2299
Transformer + velocity all,9670,0.3448
Transformer + velocity all,9680,0.2069
Transformer + velocity all,9690,0.1763
Transformer + velocity all,9700,0.1653
Transformer + velocity all,9710,0.1882
Transformer + velocity all,9720,0.7196
Transformer + velocity all,9730,0.2396
Transformer + velocity all,9740,0.1841
Transformer + velocity all,9750,0.2631
Transformer + velocity all,9760,0.2912
Transformer + velocity all,9770,0.2981
Transformer + velocity all,9780,0.4125
Transformer + velocity all,9790,0.2656
Transformer + velocity all,9800,0.274
Transformer + velocity all,9810,0.1558
Transformer + velocity all,9820,0.2327
Transformer + velocity all,9830,0.268
Transformer + velocity all,9840,0.2814
Transformer + velocity all,9850,0.1773
Transformer + velocity all,9860,0.2564
Transformer + velocity all,9870,0.2701
Transformer + velocity all,9880,0.3444
Transformer + velocity all,9890,0.1798
Transformer + velocity all,9900,0.1744
Transformer + velocity all,9910,0.1799
Transformer + velocity all,9920,0.296
Transformer + velocity all,9930,0.172
Transformer + velocity all,9940,0.3161
Transformer + velocity all,9950,0.1168
Transformer + velocity all,9960,0.195
Transformer + velocity all,9970,0.1695
Transformer + velocity all,9980,0.1724
Transformer + velocity all,9990,0.1457
