model,step,step_loss
RNN + velocity,580,0.6622
RNN + velocity,590,0.7602
RNN + velocity,600,0.6944
RNN + velocity,610,0.6464
RNN + velocity,620,0.6616
RNN + velocity,630,0.6216
RNN + velocity,640,0.7429
RNN + velocity,650,0.9482
RNN + velocity,660,0.7393
RNN + velocity,670,0.6577
RNN + velocity,680,0.5358
RNN + velocity,690,0.6078
RNN + velocity,700,0.5966
RNN + velocity,710,0.7421
RNN + velocity,720,0.698
RNN + velocity,730,0.6479
RNN + velocity,740,0.7139
RNN + velocity,750,0.4755
RNN + velocity,760,0.7747
RNN + velocity,770,0.6421
RNN + velocity,780,0.5712
RNN + velocity,790,0.8137
RNN + velocity,800,0.6435
RNN + velocity,810,0.7917
RNN + velocity,820,0.6019
RNN + velocity,830,0.6149
RNN + velocity,840,0.7908
RNN + velocity,850,0.6848
RNN + velocity,860,0.7812
RNN + velocity,870,0.6512
RNN + velocity,880,0.6548
RNN + velocity,890,0.539
RNN + velocity,900,0.5
RNN + velocity,910,0.6915
RNN + velocity,920,0.5055
RNN + velocity,930,0.5118
RNN + velocity,940,0.8885
RNN + velocity,950,0.6413
RNN + velocity,960,0.4899
RNN + velocity,970,0.6712
RNN + velocity,980,0.6097
RNN + velocity,990,0.8123
RNN + velocity,1000,0.5061
RNN + velocity,1010,0.5808
RNN + velocity,1020,0.4406
RNN + velocity,1030,0.5236
RNN + velocity,1040,0.4906
RNN + velocity,1050,0.5411
RNN + velocity,1060,0.5307
RNN + velocity,1070,0.5691
RNN + velocity,1080,0.6579
RNN + velocity,1090,0.4932
RNN + velocity,1100,0.6492
RNN + velocity,1110,0.5911
RNN + velocity,1120,0.4905
RNN + velocity,1130,0.56
RNN + velocity,1140,0.5543
RNN + velocity,1150,0.4255
RNN + velocity,1160,0.4767
RNN + velocity,1170,0.5645
RNN + velocity,1180,0.4489
RNN + velocity,1190,0.5202
RNN + velocity,1200,0.4021
RNN + velocity,1210,0.5824
RNN + velocity,1220,0.6223
RNN + velocity,1230,0.5243
RNN + velocity,1240,0.4702
RNN + velocity,1250,0.513
RNN + velocity,1260,0.5328
RNN + velocity,1270,0.4097
RNN + velocity,1280,0.9867
RNN + velocity,1290,0.6582
RNN + velocity,1300,0.4348
RNN + velocity,1310,0.4812
RNN + velocity,1320,0.6249
RNN + velocity,1330,0.4382
RNN + velocity,1340,0.5715
RNN + velocity,1350,0.4313
RNN + velocity,1360,0.5777
RNN + velocity,1370,0.5275
RNN + velocity,1380,0.4954
RNN + velocity,1390,0.4709
RNN + velocity,1400,0.4592
